Wall time,Step,Value
1756415818.6828196,2197,2.8109142780303955
1756415833.6228511,2200,2.5529367923736572
1756415873.2581322,2208,2.7814314365386963
1756415893.292833,2212,2.5867583751678467
1756415993.4624991,2232,2.4165940284729004
1756416018.3149192,2237,2.484586000442505
1756416023.102548,2238,2.4469265937805176
1756416032.9748123,2240,2.584846258163452
1756416047.6084936,2243,2.669279098510742
1756416067.954441,2247,2.708631992340088
1756416073.1032143,2248,2.7389912605285645
1756416108.1338904,2255,2.8861653804779053
1756416122.9853616,2258,2.584398031234741
1756416148.0808396,2263,2.6424951553344727
1756416242.9481635,2282,2.784052610397339
1756416293.471811,2292,2.694568634033203
1756416324.3683276,2298,2.867244243621826
1756416354.1871748,2304,2.6550066471099854
1756416373.9555008,2308,2.722654104232788
1756416695.901153,2320,2.6791419982910156
1756416700.67177,2321,2.58860182762146
1756416826.9091597,2346,2.6624209880828857
1756416872.1486292,2355,2.5721306800842285
1756416958.7342243,2372,2.5589587688446045
1756417049.0776048,2390,2.7237305641174316
1756417054.0083141,2391,2.645310401916504
1756417064.1401346,2393,2.4634134769439697
1756417113.5440524,2403,2.473369836807251
1756417133.0838997,2407,2.581109046936035
1756417283.30041,2437,2.6736724376678467
1756417324.0839145,2445,2.6361544132232666
1756417359.0188887,2452,2.9137959480285645
1756417368.792225,2454,2.4965248107910156
1756417379.1717558,2456,2.5169341564178467
1756417404.1243403,2461,2.638857841491699
1756417529.8193538,2486,2.6686370372772217
1756417534.7222645,2487,2.6001176834106445
1756417584.6765194,2497,2.5783891677856445
1756417594.7014441,2499,2.731696844100952
1756417619.8468041,2504,2.5395936965942383
1756417953.7470086,2518,2.664773941040039
1756417983.4009302,2524,2.663121223449707
1756418028.8283553,2533,2.5449090003967285
1756418104.2098424,2548,2.780621290206909
1756418124.6126766,2552,2.620133399963379
1756418134.6290543,2554,2.6197965145111084
1756418200.3611572,2567,2.5561416149139404
1756418260.4944563,2579,2.635341167449951
1756418320.880872,2591,2.673307418823242
1756418370.663074,2601,2.3788697719573975
1756418400.5551,2607,2.4457972049713135
1756418486.025053,2624,2.8654937744140625
1756418516.0512218,2630,2.6234383583068848
1756418521.2470455,2631,2.574054718017578
1756418561.2776518,2639,2.696908712387085
1756418591.256241,2645,2.7382869720458984
1756418622.2399652,2651,2.6394705772399902
1756418647.5693269,2656,2.6522719860076904
1756418763.7294133,2679,2.4973416328430176
1756418798.7145236,2686,2.9239399433135986
1756418823.692623,2691,2.973600387573242
1756419158.0122092,2704,2.4804494380950928
1756419193.1760113,2711,2.5877459049224854
1756419268.6607404,2726,2.519690752029419
1756419329.473074,2738,2.657827377319336
1756419345.0980294,2741,2.4951939582824707
1756419415.7647312,2755,2.580819606781006
1756419420.8804975,2756,2.730691432952881
1756419431.2622614,2758,2.741334915161133
1756419590.680783,2790,2.6637282371520996
1756419595.3924649,2791,2.3402748107910156
1756419600.539923,2792,2.44642972946167
1756419635.2340167,2799,2.637531280517578
1756419689.8875613,2810,2.4535610675811768
1756419765.531323,2825,2.7192206382751465
1756419790.6411867,2830,2.5176334381103516
1756419939.7817016,2860,2.524649143218994
1756420003.993222,2873,2.66530179977417
1756420050.4794796,2882,2.6675009727478027
1756420097.6628356,2891,2.528135299682617
1756420391.3920314,2897,2.327540874481201
1756420411.5902848,2901,2.5324153900146484
1756420496.5897024,2918,2.569597005844116
1756420506.2512565,2920,2.4064478874206543
1756420511.4313707,2921,2.601404905319214
1756420570.6061516,2933,2.5103275775909424
1756420746.8547335,2968,2.4675137996673584
1756420787.2110734,2976,2.9146597385406494
1756420902.8763974,2999,2.3945374488830566
1756420948.240631,3008,2.612603187561035
1756420957.990344,3010,2.4288008213043213
1756420967.6148877,3012,2.6450154781341553
1756420987.9496734,3016,2.629650592803955
1756420993.1354027,3017,2.530038595199585
1756421047.931676,3028,2.8086020946502686
1756421062.6755242,3031,2.5070436000823975
1756421102.9740093,3039,2.487730026245117
1756421117.7236316,3042,2.4050469398498535
1756421239.1379223,3066,2.547084331512451
1756421259.7343187,3070,2.6762537956237793
1756421270.3173687,3072,2.6470749378204346
1756421345.290862,3087,2.631157159805298
1756421688.3065147,3100,2.605926990509033
1756421802.8421745,3123,2.489307165145874
1756421878.4762366,3138,2.5259954929351807
1756421919.0780087,3146,2.32419753074646
1756421943.6853812,3151,2.368638038635254
1756421968.8212128,3156,2.641509771347046
1756421988.942472,3160,2.717500686645508
1756421998.8469105,3162,2.3533248901367188
1756422078.9750369,3178,2.5476787090301514
1756422170.0911684,3196,2.282461643218994
1756422174.9872632,3197,2.488457202911377
1756422210.383757,3204,2.6360015869140625
1756422225.3739123,3207,2.4127790927886963
1756422346.999825,3231,2.667510986328125
1756422362.5189214,3234,2.61496639251709
1756422397.6892383,3241,2.57106614112854
1756422412.966761,3244,2.635749340057373
1756422417.9255784,3245,2.533404588699341
1756422428.329719,3247,2.3940351009368896
1756422433.313946,3248,2.560253381729126
1756422557.2034147,3273,2.4996426105499268
1756422884.469328,3282,2.358186721801758
1756423005.364688,3306,2.5149688720703125
1756423045.932231,3314,2.5515105724334717
1756423115.3797684,3328,2.567957639694214
1756423120.2563307,3329,2.4184672832489014
1756423145.4193366,3334,2.5328121185302734
1756423205.1050036,3346,2.4322969913482666
1756423350.1530402,3375,2.4311363697052
1756423360.6471133,3377,2.532467842102051
1756423370.6187844,3379,2.460919141769409
1756423411.6039548,3387,2.4095654487609863
1756423496.618908,3404,2.2619168758392334
1756423521.93557,3409,2.6937527656555176
1756423631.6605048,3431,2.5552003383636475
1756423646.712311,3434,2.5871005058288574
1756423672.1586957,3439,2.40649151802063
1756423727.414886,3450,2.6624011993408203
1756423738.0675647,3452,2.655318021774292
1756423773.3442216,3459,2.376681327819824
1756423803.849629,3465,2.5139520168304443
1756423839.4562805,3472,2.494586229324341
1756424151.8394573,3478,2.3326590061187744
1756424166.960931,3481,2.3594419956207275
1756424251.7971718,3498,2.268540382385254
1756424312.2811193,3510,2.276805877685547
1756424327.4224892,3513,2.543828010559082
1756424362.6227143,3520,2.3449835777282715
1756424443.6750271,3536,2.527467966079712
1756424453.7977662,3538,2.6428706645965576
1756424484.3437624,3544,2.5489842891693115
1756424504.053932,3548,2.510713815689087
1756424584.4537184,3564,2.3967270851135254
1756424669.7053702,3581,2.802396535873413
1756424769.2527664,3601,2.363556146621704
1756424859.1249688,3619,2.6135659217834473
1756424869.2636168,3621,2.5851030349731445
1756424879.6313815,3623,2.5402681827545166
1756424894.6223083,3626,2.3730480670928955
1756424910.3193507,3629,2.559199333190918
1756424995.9932778,3646,2.2554681301116943
1756425051.0151293,3657,2.505641222000122
1756425415.9111648,3671,2.3562843799591064
1756425566.2476165,3701,2.4240219593048096
1756425576.554473,3703,2.6016409397125244
1756425696.8991961,3727,2.5060501098632812
1756425717.1935909,3731,2.516169548034668
1756425727.1359375,3733,2.47533917427063
1756425757.852485,3739,2.773585557937622
1756425773.278293,3742,2.395887851715088
1756425783.2239437,3744,2.356140613555908
1756425828.0606995,3753,2.605395793914795
1756425863.298768,3760,2.4956984519958496
1756425927.7604601,3773,2.436522960662842
1756425968.278679,3781,2.608889102935791
1756426033.0244272,3794,2.6084320545196533
1756426043.1083243,3796,2.4196369647979736
1756426058.3179026,3799,2.2448103427886963
1756426119.2004461,3811,2.4173569679260254
1756426138.9691932,3815,2.3995509147644043
1756426164.3465443,3820,2.670081615447998
1756426174.8352253,3822,2.713841438293457
1756426224.7919924,3832,2.4914209842681885
1756426244.9722815,3836,2.209703207015991
1756426660.3107495,3865,2.532654047012329
1756426685.7778213,3870,2.5085997581481934
1756426719.659855,3877,2.355360507965088
1756426850.9941444,3903,2.4958157539367676
1756426941.2314365,3921,2.5522208213806152
1756426980.6741729,3929,2.4895169734954834
1756427016.0682256,3936,2.455305814743042
1756427036.2673368,3940,2.487680196762085
1756427091.6488256,3951,2.336385726928711
1756427122.2450447,3957,2.654961585998535
1756427153.1385725,3963,2.2938385009765625
1756427264.2936692,3985,2.3689093589782715
1756427319.5854921,3996,2.7366456985473633
1756427344.0256915,4001,2.4643070697784424
1756427388.9459023,4010,2.6309242248535156
1756427393.7000744,4011,2.405344009399414
1756427453.655766,4023,2.6869208812713623
1756427508.5424857,4034,2.4916913509368896
1756427523.947044,4037,2.5882797241210938
1756427575.1195,4047,2.3731892108917236
1756428083.134157,4094,2.4477128982543945
1756428108.4147134,4099,2.25144362449646
1756428113.5908635,4100,2.553452730178833
1756428163.2673604,4110,2.3983798027038574
1756428529.3762593,4183,2.421969413757324
1756428584.3723176,4194,2.5515189170837402
1756428589.5318043,4195,2.530789613723755
1756428599.506551,4197,2.3306431770324707
1756428609.4047751,4199,2.536022663116455
1756428624.762023,4202,2.392578125
1756428629.3550928,4203,2.0745890140533447
1756428754.9583306,4228,2.1910765171051025
1756428780.4285061,4233,2.6139707565307617
1756428795.6005554,4236,2.463811159133911
1756428836.205457,4244,2.3249592781066895
1756429164.3185744,4255,2.488909959793091
1756429210.045785,4264,2.2633979320526123
1756429224.752544,4267,2.32485032081604
1756429229.612693,4268,2.3282570838928223
1756429304.2611477,4283,2.2545149326324463
1756429385.1205885,4299,2.230842351913452
1756429414.9557128,4305,2.2697184085845947
1756429435.6305552,4309,2.3338279724121094
1756429481.192777,4318,2.348806381225586
1756429490.5544982,4320,2.2963144779205322
1756429535.493797,4329,2.3576629161834717
1756429555.4328914,4333,2.458308458328247
1756429585.45053,4339,2.2160019874572754
1756429611.1532466,4344,2.420070171356201
1756429741.7828662,4370,2.389706611633301
1756429786.568297,4379,2.215986967086792
1756429861.6624079,4394,2.4507901668548584
1756429896.8680146,4401,2.3958656787872314
1756429926.315675,4407,2.3212997913360596
1756429946.6309748,4411,2.3215584754943848
1756429951.5721283,4412,2.3039472103118896
1756430047.6550598,4431,2.5616860389709473
1756430062.5957725,4434,2.512259006500244
1756430380.6775427,4440,2.480928659439087
1756430531.0123625,4470,2.38547945022583
1756430560.913087,4476,2.3523597717285156
1756430580.2899218,4480,2.585031509399414
1756430635.5078342,4491,2.244189977645874
1756430645.4603527,4493,2.4494168758392334
1756430732.26843,4510,2.3912346363067627
1756430737.4552412,4511,2.388644218444824
1756430832.8884215,4530,2.589305877685547
1756430837.904338,4531,2.3523507118225098
1756430852.6623986,4534,2.5204131603240967
1756430897.0015244,4543,2.368572473526001
1756430952.572039,4554,2.328885793685913
1756431076.949358,4579,2.4766228199005127
1756431092.2251627,4582,2.431025266647339
1756431147.4004383,4593,2.1802165508270264
1756431162.3359435,4596,2.2838010787963867
1756431172.5418189,4598,2.3127479553222656
1756431182.6591117,4600,2.550149917602539
1756431243.4811127,4612,2.4074137210845947
1756431329.3116221,4629,2.614478349685669
1756431714.6751256,4650,2.2400476932525635
1756431750.269223,4657,2.3756916522979736
1756431790.5393872,4665,2.395533800125122
1756431810.5668654,4669,2.4024198055267334
1756431846.3121204,4676,2.548539161682129
1756431851.4310794,4677,2.3111348152160645
1756431856.527477,4678,2.377122640609741
1756431907.2401285,4688,2.4865498542785645
1756432035.272654,4714,2.246190309524536
1756432060.3673968,4719,2.249718427658081
1756432141.5974514,4735,2.5175085067749023
1756432196.3806021,4746,2.258655548095703
1756432216.4736652,4750,2.2348029613494873
1756432221.3822005,4751,2.3035740852355957
1756432260.3539512,4759,2.3931164741516113
1756432275.6700928,4762,2.464414358139038
1756432280.4970796,4763,2.199265956878662
1756432290.526833,4765,2.379157066345215
1756432305.9853249,4768,2.388073205947876
1756432351.1624582,4777,2.2376298904418945
1756432371.1692429,4781,2.3365366458892822
1756432406.9417188,4788,2.5949525833129883
1756432411.9739387,4789,2.3415961265563965
1756432442.245776,4795,2.365574836730957
1756432472.2408476,4801,2.398617744445801
1756432482.5417557,4803,2.467787742614746
1756432497.3263533,4806,2.2515313625335693
1756432962.6025026,4841,2.4030699729919434
1756433022.8542943,4853,2.2565369606018066
1756433118.2702312,4872,2.338254690170288
1756433128.4365194,4874,2.259500741958618
1756433223.9278684,4893,2.302858829498291
1756433233.6515224,4895,2.2642252445220947
1756433238.4764411,4896,2.23160719871521
1756433333.9320557,4915,2.365220069885254
1756433454.3635986,4939,2.2265796661376953
1756433469.9556737,4942,2.262920618057251
1756433534.9396574,4955,2.255037784576416
1756433575.2835636,4963,2.2823731899261475
1756433619.7982898,4972,2.4068408012390137
1756433634.939972,4975,2.3861610889434814
1756433644.787036,4977,2.3895645141601562
1756433649.9749491,4978,2.5387930870056152
1756433720.026373,4992,2.430476188659668
1756433760.1720526,5000,2.3581438064575195
1756434156.7111712,5022,2.44154691696167
1756434186.4605048,5028,2.219334602355957
1756434201.430168,5031,2.364973783493042
1756434235.8813164,5038,2.3358380794525146
1756434300.9211347,5051,2.4872634410858154
1756434311.2195525,5053,2.4893484115600586
1756434316.2288468,5054,2.4741883277893066
1756434352.341767,5061,2.141226053237915
1756434443.0777886,5079,2.263246536254883
1756434558.5308475,5102,2.4148800373077393
1756434583.7105713,5107,2.3995165824890137
1756434684.6085062,5127,2.3904969692230225
1756434695.006075,5129,2.4204258918762207
1756434724.6721246,5135,2.265439033508301
1756434855.7940164,5161,2.368919849395752
1756434881.0550635,5166,2.2859482765197754
1756434946.367073,5179,2.5683419704437256
1756434966.4275877,5183,2.246424913406372
1756435056.9856598,5201,2.1890175342559814
1756435096.8127258,5209,2.3678040504455566
1756435499.2407591,5232,2.2677090167999268
1756435514.2225657,5235,2.2059242725372314
1756435519.4045296,5236,2.548856735229492
1756435539.0395267,5240,2.418161630630493
1756435543.8907244,5241,2.0972533226013184
1756435675.0990865,5267,2.2938079833984375
1756435791.2939365,5290,2.3344101905822754
1756435856.6793013,5303,2.4882516860961914
1756435937.0083103,5319,2.3699541091918945
1756435991.586029,5330,2.336489677429199
1756436071.587615,5346,2.293245792388916
1756436141.9092443,5360,2.326732873916626
1756436147.2079532,5361,2.5618526935577393
1756436162.3634295,5364,2.412533760070801
1756436247.9670756,5381,2.360299825668335
1756436657.1380298,5405,2.2351233959198
1756436667.277784,5407,2.309119462966919
1756436738.0585558,5421,2.093508005142212
1756436833.1205418,5440,2.347701072692871
1756436838.1207795,5441,2.423491954803467
1756436847.9548583,5443,2.286924362182617
1756436872.9300003,5448,2.329519748687744
1756437013.5308647,5476,2.031557321548462
1756437057.5757108,5485,2.206450939178467
1756437092.3758316,5492,2.1879544258117676
1756437112.058319,5496,2.2722067832946777
1756437142.354605,5502,2.446652889251709
1756437172.2587898,5508,2.229445457458496
1756437197.2682621,5513,2.121595859527588
1756437212.150694,5516,2.060762405395508
1756437222.4129333,5518,2.203707456588745
1756437298.5269911,5533,2.139963150024414
1756437343.6034665,5542,2.1952502727508545
1756437383.929631,5550,2.2984883785247803
1756437468.7262826,5567,2.3376243114471436
1756437494.520169,5572,2.4730114936828613
1756437505.0512936,5574,2.251791477203369
1756437565.461412,5586,1.9632757902145386
1756437575.6858041,5588,2.1926310062408447
1756437605.6442819,5594,2.2371973991394043
1756437946.4041836,5606,2.153757333755493
1756437971.2882698,5611,2.1955058574676514
1756438021.1160402,5621,2.4765515327453613
1756438071.7229326,5631,2.026067018508911
1756438212.7889307,5659,2.1841750144958496
1756438222.8125339,5661,2.4641990661621094
1756438243.3156617,5665,2.2073628902435303
1756438318.2405097,5680,2.272531747817993
1756438524.3783169,5721,2.065875768661499
1756438539.3639777,5724,2.316220283508301
1756438629.3665144,5742,2.172624111175537
1756438684.2032804,5753,2.185736894607544
1756438719.3261437,5760,2.4836273193359375
1756438804.5281672,5777,2.1473355293273926
1756438819.4528997,5780,2.2063682079315186
1756438844.5171692,5785,2.1526401042938232
1756438865.970391,5790,2.0022265911102295
1756439182.1165257,5796,2.2022268772125244
1756439241.6176558,5808,2.3268144130706787
1756439246.7321217,5809,2.245893955230713
1756439330.8731132,5826,2.2271530628204346
1756439346.5393848,5829,2.3389339447021484
1756439381.657591,5836,2.2246556282043457
1756439518.6295686,5863,2.0467302799224854
1756439528.7907925,5865,2.1642818450927734
1756439563.7567449,5872,2.3218672275543213
1756439654.5162807,5890,2.0744400024414062
1756439664.5130699,5892,2.0776612758636475
1756439700.1303325,5899,2.4079296588897705
1756439745.899585,5908,2.4210407733917236
1756439795.9687057,5918,2.2749836444854736
1756439800.95271,5919,2.275822162628174
1756439850.9647794,5929,2.3065764904022217
1756439870.8188443,5933,2.421710968017578
1756439875.814405,5934,2.314427137374878
1756439970.1679401,5953,2.2653863430023193
1756439995.3747823,5958,2.3634021282196045
1756440005.5521684,5960,2.1112470626831055
1756440025.1687233,5964,2.0782761573791504
1756440070.053625,5973,2.205749034881592
1756440459.103672,5991,1.995320439338684
1756440560.0772076,6011,2.0837159156799316
1756440584.8063483,6016,1.897169589996338
1756440630.4290416,6025,2.2542564868927
1756440660.8408935,6031,2.33837890625
1756440665.986823,6032,2.1847963333129883
1756440670.7947934,6033,2.07694673538208
1756440686.0919478,6036,2.0800881385803223
1756440700.9388962,6039,2.3270516395568848
1756440811.8420975,6061,2.0733041763305664
1756440901.8370156,6079,2.130380630493164
1756440922.3355808,6083,2.3287973403930664
1756440947.615537,6088,1.847769021987915
1756440982.811179,6095,2.3687682151794434
1756441028.2894378,6104,2.346656322479248
1756441038.1353261,6106,2.1850624084472656
1756441088.1623273,6116,2.161618947982788
1756441117.7780526,6122,2.1306045055389404
1756441127.8466237,6124,2.115673303604126
1756441157.6430683,6130,2.186291456222534
1756441167.4392462,6132,2.1485767364501953
1756441177.0831869,6134,2.2980875968933105
1756441237.538787,6146,2.206223726272583
1756441247.8367429,6148,2.4089810848236084
1756441257.9383807,6150,2.3487889766693115
1756441372.063325,6173,2.224987030029297
1756441702.2759411,6182,2.011916160583496
1756441717.2844574,6185,2.2554004192352295
